CODE,n_total,n_numeric,suma_numeric,media_numeric
5797-6,152306,152306,1523777.8,10.004712880648169
5799-2,158436,3341,0.0,0.0
5802-4,158436,3341,726.0,0.21730020951810836
5803-2,158436,158436,951364.8,6.0047261985912295
5804-0,155095,155095,43666128.1,281.54439601534546
5811-5,158436,158436,158436.0,1.0
5821-4,2789,2789,84984.2,30.47120831839369
5902-2,7964,7964,87024.4,10.927222501255649
5905-5,4888,4888,48847.8,9.993412438625205
59460-6,55361,55361,2512961.0,45.39226170047506
59461-4,55361,0,0.0,
59557-9,153,0,0.0,
59576-9,57214,57214,3486204.0,60.932708777571925
6075-6,1599,1599,275.1,0.17204502814258912
6082-2,1599,1599,277.6,0.1736085053158224
6085-5,1599,1599,278.8,0.17435897435897438
6095-4,1599,1599,270.9,0.16941838649155722
6106-9,1599,1599,266.8,0.16685428392745466
6158-0,1599,1599,264.8,0.16560350218886805
6189-5,1599,1599,279.9,0.17504690431519698
6206-7,1599,1599,274.1,0.17141963727329582
6246-3,1599,1599,275.4,0.1722326454033771
6248-9,1599,1599,273.3,0.17091932457786116
6273-7,1599,1599,280.0,0.17510944340212634
6276-0,1599,1599,284.1,0.17767354596622892
6298-4,210259,210259,936558.1,4.454306831098788
6299-2,210259,210259,2842633.2,13.519674306450616
630-4,2789,0,0.0,
6301-6,9101,9101,13169.1,1.4469948357323372
63512-8,228799,228799,1018308.0,4.450666305359726
63513-6,1080,0,0.0,
63586-2,228799,228799,27008626584.0,118045.2125402646
65750-2,1486,0,0.0,
66519-0,169,169,2005.3,11.86568047337278
66524-0,169,169,3408.9,20.171005917159764
66529-9,169,169,708.6,4.192899408284024
66534-9,169,169,1785.4,10.564497041420118
6690-2,75121,75121,480040.9,6.390235752985184
6768-6,76406,76406,6070495.2,79.45050388712929
67875-5,228799,0,0.0,
6833-8,1599,1599,278.0,0.17385866166353972
6844-5,1599,1599,267.7,0.16741713570981864
69453-9,2876,0,0.0,
70006-2,64,0,0.0,
70274-6,121888,121888,419572.0,3.442274875295353
704-7,4888,4888,1372.2,0.28072831423895256
706-2,4888,4888,14572.6,2.9813011456628478
711-2,4888,4888,1868.4,0.38224222585924716
713-8,4888,4888,21978.8,4.496481178396071
71425-3,671,671,1012.5,1.5089418777943369
71490-7,14636,0,0.0,
71491-5,14636,0,0.0,
718-7,75347,75347,1079158.2,14.322510518003371
71802-3,229879,0,0.0,
71970-8,6,6,55.3,9.216666666666667
71972-4,6,6,74.1,12.35
71973-2,4,4,42.0,10.5
71974-0,4,4,34.5,8.625
71975-7,4,4,15.9,3.975
71976-5,4,4,70.1,17.525
71977-3,4,4,60.3,15.075
71978-1,4,4,28.7,7.175
71979-9,4,4,44.8,11.2
71980-7,4,4,84.8,21.2
72009-4,2,2,19.1,9.55
72010-2,2,2,9.2,4.6
72011-0,2,2,5.6,2.8
72012-8,2,2,10.3,5.15
72013-6,2,2,8.9,4.45
72014-4,2,2,6.8,3.4
72015-1,2,2,7.5,3.75
72016-9,2,2,9.3,4.65
72106-8,1904,1904,25560.4,13.424579831932775
72166-2,301694,0,0.0,
72514-3,584224,584224,1835333.0,3.1414885386427125
7258-7,1599,1599,265.2,0.16585365853658535
731-0,4888,4888,5090.7,1.0414689034369886
736-9,4888,4888,73447.8,15.02614566284779
74006-8,245248,245248,735552.4,2.9992187500000003
742-7,4888,4888,4426.2,0.9055237315875614
751-8,4894,4894,16480.7,3.3675316714344095
75325-1,3582,0,0.0,
75443-2,902,902,902.0,1.0
75626-2,70050,70050,109240.0,1.5594575303354747
75636-1,970,0,0.0,
75893-8,2316,2316,12571.5,5.428108808290156
76437-3,228799,0,0.0,
76501-6,228799,0,0.0,
76504-0,68557,68557,9402.0,0.13714135682716572
76690-7,1080,0,0.0,
770-8,4888,4888,134604.8,27.537806873977086
77606-2,32106,32106,1854646.7,57.76635831308789
777-3,75121,75121,21567811.0,287.10761305094445
785-6,75121,75121,2250474.8,29.957998429200888
786-4,75121,75121,2575641.4,34.28656966760293
787-2,75121,75121,6582404.2,87.62402257690925
788-0,75121,75121,2674181.9,35.598326699591325
789-8,75121,75121,354621.1,4.720665326606408
7917-8,34,0,0.0,
79818-1,6387,0,0.0,
79819-9,6387,0,0.0,
79892-6,14636,14636,234156.7,15.998681333697732
79893-4,14636,14636,234156.7,15.998681333697732
80271-0,49,0,0.0,
80382-5,845,0,0.0,
80383-3,845,0,0.0,
8247-9,2789,0,0.0,
82589-3,228799,0,0.0,
82667-7,69667,69667,77172.0,1.1077267572882425
82810-3,9269,0,0.0,
8289-1,32106,32106,1690211.0,52.64470815423908
8302-2,302565,302565,47516408.1,157.04528977244559
8310-5,24790,24790,947509.1,38.22142396127471
84215-3,732,732,732.0,1.0
8462-4,332352,332352,26098019.6,78.52523709801656
8478-0,284,284,21071.7,74.19612676056339
8480-6,332352,332352,38832125.1,116.84035330011554
85318-4,170,0,0.0,
85319-2,170,0,0.0,
85337-4,170,0,0.0,
85339-0,170,0,0.0,
85343-2,49,49,593.5,12.112244897959183
85344-0,36,36,72.2,2.0055555555555555
85352-3,85,85,0.0,0.0
86924-8,89,89,4258.2,47.844943820224714
870537001,69,69,147.0,2.130434782608696
88020-3,686,0,0.0,
88021-1,597,0,0.0,
88040-1,699,0,0.0,
88262-1,284,0,0.0,
8867-4,308985,308985,25009577.2,80.94107222033432
89204-2,15354,15354,49954.0,3.253484434023707
89579-7,11144,11144,82938.4,7.4424264178033015
91145-3,2316,2316,12774.9,5.515932642487046
91146-1,2316,2316,12777.9,5.517227979274611
92130-4,1088,0,0.0,
92131-2,1088,0,0.0,
92134-6,1088,0,0.0,
92138-7,1088,0,0.0,
92139-5,1088,0,0.0,
92140-3,1088,0,0.0,
92141-1,1088,0,0.0,
92142-9,1088,0,0.0,
9279-1,308985,308985,4402836.5,14.249353528488438
93026-3,228799,0,0.0,
93027-1,228799,0,0.0,
93028-9,228799,0,0.0,
93029-7,228799,0,0.0,
93030-5,228799,0,0.0,
93031-3,228799,0,0.0,
93033-9,228799,0,0.0,
93034-7,228799,0,0.0,
93035-4,228799,0,0.0,
93038-8,228799,0,0.0,
94040-3,1088,0,0.0,
94531-1,2491,0,0.0,
9843-4,32106,32106,1455327.7,45.32883884632156
99999-1,47,47,23.1,0.4914893617021277
99999-10,47,47,25.4,0.5404255319148936
99999-11,47,47,21.9,0.4659574468085106
99999-2,47,47,25.5,0.5425531914893617
99999-3,47,47,24.7,0.5255319148936171
99999-4,47,47,22.900000000000002,0.4872340425531915
99999-5,47,47,22.6,0.48085106382978726
99999-6,47,47,23.5,0.5
99999-7,47,47,23.6,0.5021276595744681
99999-8,47,47,21.3,0.4531914893617021
99999-9,47,47,21.5,0.4574468085106383
DALY,208492,208492,323724.0,1.5526926692630891
QALY,208492,208492,7327941.0,35.147348579321985
QOLS,208492,208492,194233.1,0.931609366306621
X9999-1,1931,0,0.0,
X9999-2,1931,1931,4728.0,2.4484722941481096
